Wall time,Step,Value
1758085962.1044269,793,20.53264808654785
1758085967.5998318,794,20.53086280822754
1758085973.1091092,795,20.53118324279785
1758085978.6112995,796,20.52967643737793
1758085984.1015673,797,20.531761169433594
1758085989.588054,798,20.53139305114746
1758085995.061778,799,20.53116226196289
1758086000.5531664,800,20.529787063598633
1758086006.0916624,801,20.52898406982422
1758086011.6335263,802,20.527555465698242
1758086017.2046225,803,20.525875091552734
1758086022.7788649,804,20.53182601928711
1758086028.3891132,805,20.52983283996582
1758086034.0418906,806,20.532974243164062
1758086039.7635748,807,20.53424072265625
1758086045.403772,808,20.53343963623047
1758086051.0871317,809,20.535808563232422
1758086056.7594872,810,20.52901268005371
1758086062.5039792,811,20.52876091003418
1758086068.1376011,812,20.529109954833984
1758086073.815671,813,20.53507423400879
1758086079.4860458,814,20.5291805267334
1758086085.151717,815,20.53460693359375
1758086090.8491573,816,20.534204483032227
1758086096.578474,817,20.533977508544922
1758086102.3146067,818,20.53521728515625
1758086108.0152,819,20.536998748779297
1758086113.7175045,820,20.538589477539062
1758086119.419258,821,20.54169273376465
1758086125.1167479,822,20.539514541625977
1758086130.7683487,823,20.53895378112793
1758086136.4033787,824,20.5389404296875
1758086142.0651367,825,20.543115615844727
1758086147.6938155,826,20.53742218017578
1758086153.3071322,827,20.536094665527344
1758086158.9367197,828,20.53840446472168
1758086164.5631418,829,20.53889274597168
1758086170.193787,830,20.54526138305664
1758086175.8589442,831,20.54346466064453
1758086181.483913,832,20.545501708984375
1758086187.065668,833,20.544700622558594
1758086192.6373858,834,20.542686462402344
1758086198.1643884,835,20.543136596679688
1758086203.7108853,836,20.54397964477539
1758086209.2539864,837,20.543907165527344
1758086214.735053,838,20.544559478759766
1758086220.243422,839,20.544336318969727
1758086225.7298288,840,20.544811248779297
1758086231.2501445,841,20.545007705688477
1758086236.763485,842,20.543128967285156
1758086242.313979,843,20.542856216430664
1758086247.8871298,844,20.542264938354492
1758086253.4964082,845,20.54472541809082
1758086259.156957,846,20.545034408569336
1758086264.840742,847,20.54486656188965
1758086270.5009975,848,20.542882919311523
1758086276.2321777,849,20.541879653930664
1758086281.9083319,850,20.53734588623047
1758086287.6177301,851,20.54155731201172
1758086293.323981,852,20.545724868774414
1758086299.0382826,853,20.54000473022461
1758086304.6829417,854,20.542098999023438
1758086310.3672805,855,20.540250778198242
1758086316.0557225,856,20.544891357421875
1758086321.7269163,857,20.541728973388672
1758086327.438774,858,20.54140281677246
1758086333.1505575,859,20.54693603515625
1758086338.8803566,860,20.544511795043945
1758086344.6137831,861,20.544898986816406
1758086350.319672,862,20.544889450073242
1758086356.0122135,863,20.546510696411133
1758086361.675879,864,20.54880142211914
1758086367.3401,865,20.545289993286133
1758086373.0081758,866,20.554113388061523
1758086378.6714537,867,20.55144691467285
1758086384.3028698,868,20.556066513061523
1758086389.9141014,869,20.558507919311523
1758086395.5314827,870,20.556602478027344
1758086401.1869965,871,20.55460548400879
1758086406.830393,872,20.555587768554688
1758086412.463204,873,20.557514190673828
1758086418.080655,874,20.556793212890625
1758086423.6578279,875,20.555959701538086
1758086429.2375681,876,20.555973052978516
1758086434.7779152,877,20.55848503112793
1758086440.2924564,878,20.559022903442383
1758086445.8313515,879,20.560060501098633
1758086451.314931,880,20.559268951416016
1758086456.8668249,881,20.558300018310547
1758086462.3325741,882,20.562103271484375
1758086467.8276145,883,20.5627498626709
1758086473.3147938,884,20.561492919921875
1758086478.840861,885,20.558664321899414
1758086484.3966696,886,20.558855056762695
1758086489.948454,887,20.56288719177246
1758086495.5191858,888,20.560331344604492
1758086501.0923052,889,20.56523323059082
1758086506.6600456,890,20.56110954284668
1758086512.2187598,891,20.56062889099121
1758086517.7943072,892,20.56519889831543
1758086523.3360503,893,20.566272735595703
1758086528.880662,894,20.56255340576172
1758086534.4482143,895,20.56871795654297
1758086540.0402906,896,20.565603256225586
1758086545.644953,897,20.567485809326172
1758086551.2445679,898,20.569398880004883
1758086556.8736448,899,20.356821060180664
1758086562.529454,900,20.565717697143555
1758086568.1904478,901,20.36207389831543
1758086573.834397,902,20.568370819091797
1758086579.494517,903,20.572660446166992
1758086585.131406,904,20.570594787597656
1758086590.61,905,20.57073974609375
1758086596.1417682,906,20.572946548461914
1758086601.64892,907,20.570775985717773
1758086607.144667,908,20.571868896484375
1758086612.6688666,909,20.569442749023438
1758086618.1502974,910,20.57449722290039
1758086623.6279123,911,20.57343101501465
1758086629.1152709,912,20.571352005004883
1758086634.664585,913,20.57050132751465
1758086640.1506977,914,20.36227798461914
1758086645.7685366,915,20.5736141204834
1758086651.3676193,916,20.569137573242188
1758086656.9262314,917,20.57035255432129
1758086662.4705138,918,20.576963424682617
1758086667.987607,919,20.577335357666016
1758086673.5110598,920,20.577255249023438
1758086679.0514936,921,20.57570457458496
1758086684.563495,922,20.574020385742188
1758086690.1010876,923,20.573196411132812
1758086695.6042228,924,20.572837829589844
1758086701.1285725,925,20.572044372558594
1758086706.61132,926,20.572175979614258
1758086712.132749,927,20.572629928588867
1758086717.7138493,928,20.57222557067871
1758086723.2823305,929,20.57577896118164
1758086728.8785474,930,20.574237823486328
1758086734.3342547,931,20.569738388061523
1758086739.7193654,932,20.57084846496582
1758086745.1381948,933,20.573671340942383
1758086750.5699499,934,20.577163696289062
1758086755.9762928,935,20.572063446044922
